Weights,Bias
8.785172099021192,[-74.15768111]
36.18964972704149,[-74.15768111]
-45.02130807400343,[-74.15768111]
-2.2834235164723022,[-74.15768111]
-0.38380117344311393,[-74.15768111]
23.579135417421075,[-74.15768111]
28.503236589634454,[-74.15768111]
-64.7436155878752,[-74.15768111]
